그라나다구역1, 그라나다, 그라나데, 199, 289324
츠비키구역11, 츠비키, 아이리카, 7922, 690670
츠비키구역12, 츠비키, 아이리카, 7853, 702738
츠비키구역13, 츠비키, 아이리카, 6152, 780028
피에트라구역1, 피에트라, 아이리카, 11274, 683942
피에트라구역2, 피에트라, 아이리카, 4673, 730046
피에트라구역3, 피에트라, 아이리카, 285, 689588
피에트라구역4, 피에트라, 아이리카, 328, 715607
피에트라구역5, 피에트라, 아이리카, 52, 678743
피에트라구역6, 피에트라, 아이리카, 498, 696701
피에트라구역7, 피에트라, 아이리카, 28, 647117
피에트라구역8, 피에트라, 아이리카, 96, 694339
피에트라구역9, 피에트라, 아이리카, 7779, 682222
피에트라구역10, 피에트라, 아이리카, 383, 737272
피에트라구역11, 피에트라, 아이리카, 105, 719349
피에트라구역12, 피에트라, 아이리카, 378, 698944
피에트라구역13, 피에트라, 아이리카, 214, 704961
피에트라구역14, 피에트라, 아이리카, 351, 715002
피에트라구역15, 피에트라, 아이리카, 7124, 777766
피에트라구역16, 피에트라, 아이리카, 4284, 663366
피에트라구역17, 피에트라, 아이리카, 2974, 752030
피에트라구역18, 피에트라, 아이리카, 5508, 772301
피에트라구역19, 피에트라, 아이리카, 24462, 727902
하르바트구역1, 하르바트, 아이리카, 139, 579999
하르바트구역2, 하르바트, 아이리카, 283, 527486
하르바트구역3, 하르바트, 아이리카, 6956, 532780
하르바트구역4, 하르바트, 아이리카, 13332, 561173
하르바트구역5, 하르바트, 아이리카, 82, 521519
하르바트구역6, 하르바트, 아이리카, 160, 585594
하르바트구역7, 하르바트, 아이리카, 119, 523089
하르바트구역8, 하르바트, 아이리카, 97, 515558
하르바트구역9, 하르바트, 아이리카, 171, 519521
하르바트구역10, 하르바트, 아이리카, 185, 492339
하르바트구역11, 하르바트, 아이리카, 562, 556464
하르바트구역12, 하르바트, 아이리카, 975, 576277
하르바트구역13, 하르바트, 아이리카, 7554, 554606
하르바트구역14, 하르바트, 아이리카, 10961, 544081
하르바트구역15, 하르바트, 아이리카, 2517, 564690
하르바트구역16, 하르바트, 아이리카, 132, 564586
하르바트구역17, 하르바트, 아이리카, 187, 569128
하르바트구역18, 하르바트, 아이리카, 5441, 579221
하르바트구역19, 하르바트, 아이리카, 229, 520642
하르바트구역20, 하르바트, 아이리카, 8392, 539567
메즈노구역1, 메즈노, 안텐시, 1820, 400639
메즈노구역2, 메즈노, 안텐시, 28378, 443062
메즈노구역3, 메즈노, 안텐시, 16643, 393326
모호보드구역1, 모호보드, 안텐시, 30826, 324797
모호보드구역2, 모호보드, 안텐시, 53314, 370525
비에노구역1, 비에노, 안텐시, 22871, 493959
비에노구역2, 비에노, 안텐시, 1048, 421512
비에노구역3, 비에노, 안텐시, 30243, 464796
시세디구역1, 시세디, 안텐시, 862, 231784
시세디구역2, 시세디, 안텐시, 466, 260174
시세디구역3, 시세디, 안텐시, 198, 233550
시세디구역4, 시세디, 안텐시, 254, 220378
시세디구역5, 시세디, 안텐시, 36, 227027
시세디구역6, 시세디, 안텐시, 75, 223678
시세디구역7, 시세디, 안텐시, 102, 229884
시세디구역8, 시세디, 안텐시, 100, 235434
시세디구역9, 시세디, 안텐시, 745, 239875
시세디구역10, 시세디, 안텐시, 74, 249201
시세디구역11, 시세디, 안텐시, 171, 249244
시세디구역12, 시세디, 안텐시, 284, 223725
시세디구역13, 시세디, 안텐시, 1028, 228155
시세디구역14, 시세디, 안텐시, 641, 250563
아신가구역1, 아신가, 안텐시, 2283, 508118
아신가구역2, 아신가, 안텐시, 10489, 564881
아신가구역3, 아신가, 안텐시, 15425, 507352
아핀고구역1, 아핀고, 안텐시, 4186, 557901
아핀고구역2, 아핀고, 안텐시, 40087, 493300
키르가구역1, 키르가, 안텐시, 11135, 216916
키르가구역2, 키르가, 안텐시, 15622, 202757
키르가구역3, 키르가, 안텐시, 664, 191177
키르가구역4, 키르가, 안텐시, 63, 210734
키르가구역5, 키르가, 안텐시, 842, 195757
키르가구역6, 키르가, 안텐시, 13, 186715
키르가구역7, 키르가, 안텐시, 927, 190699
키르가구역8, 키르가, 안텐시, 175, 186069
키르가구역9, 키르가, 안텐시, 106, 201152
키르가구역10, 키르가, 안텐시, 95, 189148
키르가구역11, 키르가, 안텐시, 680, 204905
키르가구역12, 키르가, 안텐시, 1101, 214186
키르가구역13, 키르가, 안텐시, 706, 185849
키르가구역14, 키르가, 안텐시, 857, 196260
키르가구역15, 키르가, 안텐시, 2174, 210289
키르가구역16, 키르가, 안텐시, 10760, 220296
키르가구역17, 키르가, 안텐시, 5687, 200979
키르가구역18, 키르가, 안텐시, 16440, 215558
노베라니나구역1, 노베라니나, 카리아-로, 181, 446100
노베라니나구역2, 노베라니나, 카리아-로, 914, 456328
미베이토메고차피덴타구역1, 미베이토메고차피덴타, 카리아-로, 14825, 467692
미베이토메고차피덴타구역2, 미베이토메고차피덴타, 카리아-로, 4124, 531209
미베이토메고차피덴타구역3, 미베이토메고차피덴타, 카리아-로, 18999, 469789
미베이토메고차피덴타구역4, 미베이토메고차피덴타, 카리아-로, 18334, 561730
아르모텐타구역1, 아르모텐타, 카리아-로, 7344, 352620
아르모텐타구역2, 아르모텐타, 카리아-로, 8869, 388160
아르모텐타구역3, 아르모텐타, 카리아-로, 4945, 389803
아르모텐타구역4, 아르모텐타, 카리아-로, 4960, 358083
안트로아싱가구역1, 안트로아싱가, 카리아-로, 523, 535376
안트로아싱가구역2, 안트로아싱가, 카리아-로, 668, 538922
안트로아싱가구역3, 안트로아싱가, 카리아-로, 420, 523470
안트로아싱가구역4, 안트로아싱가, 카리아-로, 508, 467564
안트로아싱가구역5, 안트로아싱가, 카리아-로, 1016, 481853
안트로아싱가구역6, 안트로아싱가, 카리아-로, 768, 517857
안트로아싱가구역7, 안트로아싱가, 카리아-로, 2581, 450323
피고모싱고메고차바데다구역1, 피고모싱고메고차바데다, 카리아-로, 6303, 523419
피고모싱고메고차바데다구역2, 피고모싱고메고차바데다, 카리아-로, 4225, 450422
피고모싱고메고차바데다구역3, 피고모싱고메고차바데다, 카리아-로, 12316, 453329
피고모싱고메고차바데다구역4, 피고모싱고메고차바데다, 카리아-로, 17769, 502911
아젠타구역1, 아젠타, 테트라, 15610, 255795
아칸타구역1, 아칸타, 테트라, 13030, 368620
유칸타구역1, 유칸타, 테트라, 13125, 389634
테타구역1, 테타, 테트라, 661, 501452
테타구역2, 테타, 테트라, 412, 513719
테트리다모스구역1, 테트리다모스, 테트라, 4004, 585441
테트리비제모스구역1, 테트리비제모스, 테트라, 6028, 387807
파르티엔타구역1, 파르티엔타, 테트라, 14983, 314147
라간구역1, 라간, 포어, 2828, 213513
라간구역2, 라간, 포어, 326, 200162
라간구역3, 라간, 포어, 468, 222093
메네트리포어구역1, 메네트리포어, 포어, 7086, 373164
메네트리포어구역2, 메네트리포어, 포어, 38899, 386070
세가구역1, 세가, 포어, 1896, 534298
세가구역2, 세가, 포어, 1511, 555518
아르테구역1, 아르테, 포어, 116, 268771
아르테구역2, 아르테, 포어, 86, 280622
아르테구역3, 아르테, 포어, 70, 270272
아르테구역4, 아르테, 포어, 91, 277382
아르테구역5, 아르테, 포어, 28, 286241
아르테구역6, 아르테, 포어, 87, 273471
아르테구역7, 아르테, 포어, 97, 293560
아르테구역8, 아르테, 포어, 79, 258253
안트리포어구역1, 안트리포어, 포어, 16728, 622541
안파구역1, 안파, 포어, 2827, 251459
안파구역2, 안파, 포어, 2145, 219515
안파구역3, 안파, 포어, 914, 246750
안파구역4, 안파, 포어, 1739, 232873
오르도기구역1, 오르도기, 포어, 1361, 190501
오르도기구역2, 오르도기, 포어, 2902, 185069
오르도기구역3, 오르도기, 포어, 2404, 174244
오르도기구역4, 오르도기, 포어, 722, 176103
테사구역1, 테사, 포어, 380, 366761
테사구역2, 테사, 포어, 302, 326949
테사구역3, 테사, 포어, 1846, 357898
테사구역4, 테사, 포어, 2147, 332974
모잉고구역1, 모잉고, 하파차, 8866, 168734
모잉고구역2, 모잉고, 하파차, 1529, 174396
모잉고구역3, 모잉고, 하파차, 613, 181773
모잉고구역4, 모잉고, 하파차, 5720, 199686
모잉고구역5, 모잉고, 하파차, 74, 194883
모잉고구역6, 모잉고, 하파차, 136, 196445
모잉고구역7, 모잉고, 하파차, 12, 192054
모잉고구역8, 모잉고, 하파차, 67, 188551
모잉고구역9, 모잉고, 하파차, 315, 179095
모잉고구역10, 모잉고, 하파차, 5850, 171667
모잉고구역11, 모잉고, 하파차, 15796, 194576
모잉고구역12, 모잉고, 하파차, 2403, 174252
모잉고구역13, 모잉고, 하파차, 636, 194497
모잉고구역14, 모잉고, 하파차, 881, 175813
모잉고구역15, 모잉고, 하파차, 10, 192428
모잉고구역16, 모잉고, 하파차, 273, 190342
모잉고구역17, 모잉고, 하파차, 406, 194693
모잉고구역18, 모잉고, 하파차, 3443, 173359
모잉고구역19, 모잉고, 하파차, 19, 198887
모잉고구역20, 모잉고, 하파차, 97, 185874
모잉고구역21, 모잉고, 하파차, 47, 192983
모잉고구역22, 모잉고, 하파차, 38, 166719
모잉고구역23, 모잉고, 하파차, 81, 198311
모잉고구역24, 모잉고, 하파차, 291, 195152
모잉고구역25, 모잉고, 하파차, 324, 184876
모잉고구역26, 모잉고, 하파차, 42, 183081
모잉고구역27, 모잉고, 하파차, 99, 181508
모잉고구역28, 모잉고, 하파차, 376, 173449
미느리오구역1, 미느리오, 하파차, 6534, 160793
미느리오구역2, 미느리오, 하파차, 498, 167621
미느리오구역3, 미느리오, 하파차, 1128, 176525
미느리오구역4, 미느리오, 하파차, 1672, 179690
미느리오구역5, 미느리오, 하파차, 369, 162987
미느리오구역6, 미느리오, 하파차, 711, 153828
미느리오구역7, 미느리오, 하파차, 722, 173031
미느리오구역8, 미느리오, 하파차, 248, 157741
미느리오구역9, 미느리오, 하파차, 782, 169572
미느리오구역10, 미느리오, 하파차, 732, 153963
미느리오구역11, 미느리오, 하파차, 76, 163378
미느리오구역12, 미느리오, 하파차, 12, 157213
미느리오구역13, 미느리오, 하파차, 516, 163919
미느리오구역14, 미느리오, 하파차, 44, 172501
미느리오구역15, 미느리오, 하파차, 16, 179466
미느리오구역16, 미느리오, 하파차, 84, 167038
미느리오구역17, 미느리오, 하파차, 16, 155296
미느리오구역18, 미느리오, 하파차, 482, 161543
미느리오구역19, 미느리오, 하파차, 24, 177228
미느리오구역20, 미느리오, 하파차, 32538, 179235
미느리오구역21, 미느리오, 하파차, 57, 183153
미느리오구역22, 미느리오, 하파차, 23, 167388
미느리오구역23, 미느리오, 하파차, 9590, 151389
미느리오구역24, 미느리오, 하파차, 119, 171541
미느리오구역25, 미느리오, 하파차, 317, 168518
미느리오구역26, 미느리오, 하파차, 256, 166619
미느리오구역27, 미느리오, 하파차, 343, 159979
미느리오구역28, 미느리오, 하파차, 1136, 153887
미느리오구역29, 미느리오, 하파차, 1487, 162896
비엥고구역1, 비엥고, 하파차, 8398, 239747
비엥고구역2, 비엥고, 하파차, 21145, 247508
비엥고구역3, 비엥고, 하파차, 264, 254725
비엥고구역4, 비엥고, 하파차, 344, 231514
비엥고구역5, 비엥고, 하파차, 265, 224071
비엥고구역6, 비엥고, 하파차, 93, 218082
비엥고구역7, 비엥고, 하파차, 145, 237677
비엥고구역8, 비엥고, 하파차, 24, 262642
비엥고구역9, 비엥고, 하파차, 114, 236931
비엥고구역10, 비엥고, 하파차, 33, 258141
비엥고구역11, 비엥고, 하파차, 3789, 238757
비엥고구역12, 비엥고, 하파차, 200, 244463
비엥고구역13, 비엥고, 하파차, 30, 220956
비엥고구역14, 비엥고, 하파차, 62, 262502
비엥고구역15, 비엥고, 하파차, 7160, 218604
비엥고구역16, 비엥고, 하파차, 364, 254004
비엥고구역17, 비엥고, 하파차, 4783, 234562
비엥고구역18, 비엥고, 하파차, 3564, 240079
산세오구역1, 산세오, 하파차, 16881, 461041
산세오구역2, 산세오, 하파차, 10668, 410862
산세오구역3, 산세오, 하파차, 1907, 451999
산세오구역4, 산세오, 하파차, 1960, 466507
산세오구역5, 산세오, 하파차, 2569, 482216
산세오구역6, 산세오, 하파차, 483, 419711
산세오구역7, 산세오, 하파차, 284, 501005
산세오구역8, 산세오, 하파차, 410, 474762
산세오구역9, 산세오, 하파차, 109, 439205
산세오구역10, 산세오, 하파차, 715, 463778
산세오구역11, 산세오, 하파차, 1646, 492914
산세오구역12, 산세오, 하파차, 107, 498871
산세오구역13, 산세오, 하파차, 1788, 476016
산세오구역14, 산세오, 하파차, 3929, 431961
산세오구역15, 산세오, 하파차, 372, 420578
산세오구역16, 산세오, 하파차, 318, 501832
산세오구역17, 산세오, 하파차, 42, 452858
산세오구역18, 산세오, 하파차, 221, 451205
산세오구역19, 산세오, 하파차, 39, 433793
산세오구역20, 산세오, 하파차, 154, 450487
산세오구역21, 산세오, 하파차, 120, 428717
산세오구역22, 산세오, 하파차, 86, 412173
산세오구역23, 산세오, 하파차, 52, 421125
산세오구역24, 산세오, 하파차, 85, 490820
산세오구역25, 산세오, 하파차, 277, 440873
산세오구역26, 산세오, 하파차, 139, 477425
산세오구역27, 산세오, 하파차, 230, 435371
산세오구역28, 산세오, 하파차, 95, 439842
산세오구역29, 산세오, 하파차, 3218, 451401
산세오구역30, 산세오, 하파차, 736, 466223
산세오구역31, 산세오, 하파차, 1837, 495438
산세오구역32, 산세오, 하파차, 2319, 425851
아린키고구역1, 아린키고, 하파차, 10222, 231255
아린키고구역2, 아린키고, 하파차, 356, 209012
아린키고구역3, 아린키고, 하파차, 93, 203217
아린키고구역4, 아린키고, 하파차, 330, 213785
아린키고구역5, 아린키고, 하파차, 43, 199800
아린키고구역6, 아린키고, 하파차, 171, 192275
아린키고구역7, 아린키고, 하파차, 252, 230522
아린키고구역8, 아린키고, 하파차, 1491, 220648
아린키고구역9, 아린키고, 하파차, 13473, 225727
아린키고구역10, 아린키고, 하파차, 13848, 201465
아린키고구역11, 아린키고, 하파차, 26483, 219509
아린키고구역12, 아린키고, 하파차, 35074, 198627
아스타나구역1, 아스타나, 하파차, 315, 430585
아스타나구역2, 아스타나, 하파차, 7486, 456162
아스타나구역3, 아스타나, 하파차, 283, 393915
아스타나구역4, 아스타나, 하파차, 85, 418472
아스타나구역5, 아스타나, 하파차, 42, 476279
아스타나구역6, 아스타나, 하파차, 1586, 432925
아스타나구역7, 아스타나, 하파차, 70, 396115
아스타나구역8, 아스타나, 하파차, 17, 406339
아스타나구역9, 아스타나, 하파차, 38, 396286
아스타나구역10, 아스타나, 하파차, 33, 434884
아스타나구역11, 아스타나, 하파차, 11, 422116
아스타나구역12, 아스타나, 하파차, 148, 421421
아스타나구역13, 아스타나, 하파차, 16, 423555
아스타나구역14, 아스타나, 하파차, 41, 456577
아스타나구역15, 아스타나, 하파차, 271, 433054
아스타나구역16, 아스타나, 하파차, 22, 415319
아스타나구역17, 아스타나, 하파차, 66, 449823
아스타나구역18, 아스타나, 하파차, 207, 432926
아스타나구역19, 아스타나, 하파차, 229, 418537
아스타나구역20, 아스타나, 하파차, 3920, 405225
아스타나구역21, 아스타나, 하파차, 165, 398598
아스타나구역22, 아스타나, 하파차, 885, 407195
아스타나구역23, 아스타나, 하파차, 1428, 445597
아스타나구역24, 아스타나, 하파차, 3435, 433395
오고이모구역1, 오고이모, 하파차, 28120, 252011
오고이모구역2, 오고이모, 하파차, 55036, 254918
오고이모구역3, 오고이모, 하파차, 13833, 274902
오고이모구역4, 오고이모, 하파차, 406, 260057
오고이모구역5, 오고이모, 하파차, 380, 273014
오고이모구역6, 오고이모, 하파차, 50, 250605
오고이모구역7, 오고이모, 하파차, 971, 241198
오고이모구역8, 오고이모, 하파차, 134, 260682
오고이모구역9, 오고이모, 하파차, 55, 279285
오고이모구역10, 오고이모, 하파차, 1008, 269489
오고이모구역11, 오고이모, 하파차, 308, 286211
오고이모구역12, 오고이모, 하파차, 85, 245048
오고이모구역13, 오고이모, 하파차, 4034, 244226
오고이모구역14, 오고이모, 하파차, 1400, 280332
오고이모구역15, 오고이모, 하파차, 2042, 258212
티레니오구역1, 티레니오, 하파차, 6678, 349851
티레니오구역2, 티레니오, 하파차, 1496, 327564
티레니오구역3, 티레니오, 하파차, 4373, 323502
티레니오구역4, 티레니오, 하파차, 443, 330198
티레니오구역5, 티레니오, 하파차, 313, 333498
티레니오구역6, 티레니오, 하파차, 982, 367786
티레니오구역7, 티레니오, 하파차, 951, 336123
티레니오구역8, 티레니오, 하파차, 78, 330037
티레니오구역9, 티레니오, 하파차, 66, 342638
티레니오구역10, 티레니오, 하파차, 2053, 367413
티레니오구역11, 티레니오, 하파차, 15, 353970
티레니오구역12, 티레니오, 하파차, 13, 337427
티레니오구역13, 티레니오, 하파차, 52, 330890
티레니오구역14, 티레니오, 하파차, 25, 372700
티레니오구역15, 티레니오, 하파차, 179, 358864
티레니오구역16, 티레니오, 하파차, 40, 344545
티레니오구역17, 티레니오, 하파차, 348, 321890
티레니오구역18, 티레니오, 하파차, 17, 316116
티레니오구역19, 티레니오, 하파차, 10, 340483
티레니오구역20, 티레니오, 하파차, 1291, 340112
티레니오구역21, 티레니오, 하파차, 30, 377855
티레니오구역22, 티레니오, 하파차, 100, 379974
티레니오구역23, 티레니오, 하파차, 78, 374608
티레니오구역24, 티레니오, 하파차, 70, 351162
티레니오구역25, 티레니오, 하파차, 112, 316254
티레니오구역26, 티레니오, 하파차, 656, 334062
티레니오구역27, 티레니오, 하파차, 38, 352950
티레니오구역28, 티레니오, 하파차, 259, 373453
티레니오구역29, 티레니오, 하파차, 77, 330179
티레니오구역30, 티레니오, 하파차, 2662, 380748
티레니오구역31, 티레니오, 하파차, 364, 376289
티레니오구역32, 티레니오, 하파차, 517, 371951
티레니오구역33, 티레니오, 하파차, 667, 348238
티레니오구역34, 티레니오, 하파차, 828, 325710
티레니오구역35, 티레니오, 하파차, 1366, 346719
티레니오구역36, 티레니오, 하파차, 134, 342776
티레니오구역37, 티레니오, 하파차, 47, 372471
티레니오구역38, 티레니오, 하파차, 199, 335401
티레니오구역39, 티레니오, 하파차, 31, 384020
티레니오구역40, 티레니오, 하파차, 120, 341917
티레니오구역41, 티레니오, 하파차, 1272, 383456
티레니오구역42, 티레니오, 하파차, 162, 352845
티레니오구역43, 티레니오, 하파차, 4328, 375907
티레니오구역44, 티레니오, 하파차, 2862, 370110
티레니오구역45, 티레니오, 하파차, 3566, 339726
티레니오구역46, 티레니오, 하파차, 2295, 359634
티레니오구역47, 티레니오, 하파차, 3897, 317188
티레니오구역48, 티레니오, 하파차, 4798, 322390
티레니오구역49, 티레니오, 하파차, 4710, 350100
파시벤토구역1, 파시벤토, 하파차, 24007, 337659
파시벤토구역2, 파시벤토, 하파차, 27807, 330037
파시벤토구역3, 파시벤토, 하파차, 31704, 301253
파시벤토구역4, 파시벤토, 하파차, 3192, 304123
파시벤토구역5, 파시벤토, 하파차, 3240, 330864
파시벤토구역6, 파시벤토, 하파차, 371, 313777
파시벤토구역7, 파시벤토, 하파차, 111, 323200
파시벤토구역8, 파시벤토, 하파차, 141, 334579
파시벤토구역9, 파시벤토, 하파차, 1361, 309660
파시벤토구역10, 파시벤토, 하파차, 69, 313803
파시벤토구역11, 파시벤토, 하파차, 36, 338372
파시벤토구역12, 파시벤토, 하파차, 313, 309013
파시벤토구역13, 파시벤토, 하파차, 335, 336540
파시벤토구역14, 파시벤토, 하파차, 95, 324479
파시벤토구역15, 파시벤토, 하파차, 123, 327571
파시벤토구역16, 파시벤토, 하파차, 5262, 330258
파시벤토구역17, 파시벤토, 하파차, 108, 309911
파시벤토구역18, 파시벤토, 하파차, 2461, 319504
파시벤토구역19, 파시벤토, 하파차, 214, 331454
파시벤토구역20, 파시벤토, 하파차, 5936, 288460
파시벤토구역21, 파시벤토, 하파차, 302, 304996
파시벤토구역22, 파시벤토, 하파차, 1355, 327566
하르고구역1, 하르고, 하파차, 4685, 373717
하싱고구역1, 하싱고, 하파차, 4187, 232315
하싱고구역2, 하싱고, 하파차, 215, 251935
하싱고구역3, 하싱고, 하파차, 75, 224963
하싱고구역4, 하싱고, 하파차, 232, 215328
하싱고구역5, 하싱고, 하파차, 164, 246115
하싱고구역6, 하싱고, 하파차, 3486, 233461
하싱고구역7, 하싱고, 하파차, 32, 262062
하싱고구역8, 하싱고, 하파차, 38, 241089
하싱고구역9, 하싱고, 하파차, 91, 260462
하싱고구역10, 하싱고, 하파차, 49, 259868
하싱고구역11, 하싱고, 하파차, 28, 230532
하싱고구역12, 하싱고, 하파차, 253, 233142
하싱고구역13, 하싱고, 하파차, 35, 216460
하싱고구역14, 하싱고, 하파차, 51, 258439
하싱고구역15, 하싱고, 하파차, 141, 234294
하싱고구역16, 하싱고, 하파차, 73, 257167
하싱고구역17, 하싱고, 하파차, 128, 240206
하싱고구역18, 하싱고, 하파차, 534, 232480
하싱고구역19, 하싱고, 하파차, 740, 217397
하싱고구역20, 하싱고, 하파차, 641, 220581
하싱고구역21, 하싱고, 하파차, 16356, 254161
하싱고구역22, 하싱고, 하파차, 5057, 235757
하싱고구역23, 하싱고, 하파차, 7995, 220278
하싱고구역24, 하싱고, 하파차, 10009, 255138
하싱고구역25, 하싱고, 하파차, 7822, 241967
